shipment_id,origin,destination,weight,shipping_cost,delivery_date,status
SH-26557,Spain,Germany,8.58,17.59,12/12/2024,Delivered
SH-26558,China,UK,37.44,68.51,2024-01-24,In Transit
SH-26559,USA,Germany,6.7,88.04,2024-07-20,Delivered
SH-26560,Spain,,5.18,,12/27/2024,Pending
SH-26561,Tunisia,France,24.19,197.43,11/11/2024,In Transit
SH-26562,Tunisia,,-8.46,,2024/04/22,Delivered
SH-26563,China,,,110.16,12/16/2024,In Transit
SH-26564,USA,UK,,-12.16,,In Transit
SH-26565,Spain,UK,abc,198.17,10/22/2024,In Transit
SH-26566,Tunisia,,17.54,120.87,2024-01-17,Pending
SH-26567,Spain,UK,4.28,75.99,2024-07-22,Pending
SH-26568,China,Germany,21.39,,2024/11/18,Delivered
SH-26569,Spain,,28.55,189.25,2024/06/21,Pending
SH-26570,Spain,Italy,invalid,,2024-08-19,Delivered
SH-26571,Germany,France,invalid,,2024/08/10,Delivered
SH-26572,Germany,,-8.18,114.98,11/27/2024,Pending
SH-26573,Spain,Italy,,-15.39,2024-03-09,Pending
SH-26574,USA,,43.77,24.16,abc,Pending
SH-26575,Tunisia,UK,45.59,58.79,2024-04-04,In Transit
SH-26576,Germany,Italy,15.89,120.61,2024-01-23,Pending
SH-26577,China,Germany,abc,37.6,2024/06/06,In Transit
SH-26578,Spain,Italy,10.99,-12.55,2024/02/21,In Transit
SH-26579,Tunisia,France,6.61,-3.87,2024-09-25,In Transit
SH-26580,USA,,24.31,invalid,04/22/2024,In Transit
SH-26581,USA,Italy,34.24,76.49,08/01/2024,Delivered
SH-26582,Germany,abc,16.78,128.09,,In Transit
SH-26583,Spain,Germany,25.2,-3.5,2024/01/02,In Transit
SH-26584,Spain,France,abc,152.18,invalid,Pending
SH-26585,Tunisia,France,9.88,invalid,09/28/2024,Pending
SH-26586,Germany,invalid,47.61,95.15,10/01/2024,Pending
SH-26587,USA,France,-0.95,-1.84,invalid,In Transit
SH-2162,China,France,invalid,115.89,09/04/2024,Delivered
SH-26589,Germany,Germany,22.13,7.85,05/26/2024,Delivered
SH-26590,USA,Germany,13.57,-5.84,2024/10/25,In Transit
SH-2692,Spain,UK,36.25,9.73,,In Transit
SH-26592,Tunisia,,0.61,3.28,2024/04/05,In Transit
SH-26593,USA,invalid,20.45,34.67,06/14/2024,Delivered
SH-26594,Germany,France,40.07,165.92,2024-03-21,In Transit
SH-26595,Spain,,46.69,abc,2024/08/17,Pending
SH-26596,Spain,Germany,31.73,195.39,,Delivered
SH-26597,Spain,invalid,27.38,58.67,2024/07/09,In Transit
SH-26598,Germany,,-9.14,85.11,2024/07/09,In Transit
SH-26599,USA,Germany,44.22,56.73,04/23/2024,Pending
SH-26600,China,France,20.67,152.87,2024/11/16,In Transit
SH-26601,China,abc,4.41,151.71,04/22/2024,Delivered
SH-26602,USA,Italy,-6.93,119.52,2024/12/19,Pending
SH-26603,China,Italy,-5.7,132.72,,In Transit
SH-26604,Germany,,44.13,134.92,05/13/2024,Pending
SH-2403,USA,Italy,5.78,90.94,2024/12/10,Delivered
SH-2115,China,,,-7.68,2024-07-02,In Transit
SH-26607,USA,Italy,-6.79,83.59,2024/11/08,Delivered
SH-26608,Tunisia,France,34.08,-15.98,2024/11/14,Pending
SH-26609,Tunisia,abc,39.14,66.39,2024-12-14,In Transit
SH-26610,USA,,11.55,173.24,04/15/2024,Delivered
SH-26611,USA,France,-5.1,187.18,08/02/2024,Pending
SH-26612,Germany,Germany,abc,168.91,2024-05-26,Pending
SH-26613,USA,UK,19.77,,2024-08-21,In Transit
SH-26614,Tunisia,France,-5.24,,2024-05-18,In Transit
SH-26615,Tunisia,Germany,8.07,76.05,2024-12-06,Delivered
SH-26616,USA,UK,46.82,155.62,2024/11/23,In Transit
SH-26617,USA,Germany,45.07,173.39,,Pending
SH-26618,Germany,UK,-1.65,29.18,,Delivered
SH-26619,Germany,Italy,33.19,-4.36,2024-05-15,In Transit
SH-26620,Tunisia,France,45.75,,2024/09/26,In Transit
SH-26621,Spain,,27.94,96.22,2024-09-07,Delivered
SH-26622,USA,UK,22.13,118.63,09/09/2024,Delivered
SH-26623,Tunisia,France,47.81,,12/26/2024,Pending
SH-26624,USA,Italy,42.57,128.57,2024-03-17,In Transit
SH-26625,Germany,Germany,invalid,-7.82,invalid,Pending
SH-26626,Spain,UK,6.39,-9.73,2024/10/25,In Transit
SH-26627,Tunisia,Germany,invalid,138.92,03/15/2024,In Transit
SH-26628,China,UK,40.88,93.38,abc,Delivered
SH-26629,China,,-0.01,,09/08/2024,Pending
SH-26630,China,France,1.72,156.73,2024/06/25,Pending
SH-26631,Germany,Germany,0.46,153.56,,In Transit
SH-26632,Germany,France,-9.52,,2024/08/20,Delivered
SH-2789,Tunisia,,11.45,71.89,2024/01/18,In Transit
SH-26634,Germany,,5.08,abc,09/03/2024,In Transit
SH-26635,China,Italy,8.43,134.88,2024/02/10,Delivered
SH-26636,USA,France,25.77,193.61,03/18/2024,In Transit
SH-26637,Tunisia,Germany,21.21,52.44,2024-02-16,Pending
SH-26638,China,France,-2.37,149.41,04/22/2024,Delivered
SH-26639,USA,Italy,44.2,146.53,08/21/2024,In Transit
SH-2546,Spain,,49.91,abc,2024/01/10,In Transit
SH-26641,China,UK,34.37,183.58,2024/05/04,Delivered
SH-26642,Tunisia,Germany,-9.86,45.98,01/12/2024,In Transit
SH-26643,Spain,,6.7,95.69,2024-07-19,Delivered
SH-26644,USA,Germany,32.45,19.33,invalid,Delivered
SH-26645,Tunisia,invalid,24.5,abc,11/05/2024,Delivered
SH-26646,China,Italy,3.98,144.02,2024-08-08,In Transit
SH-26647,USA,Germany,,60.07,03/22/2024,Delivered
SH-26648,Tunisia,Germany,24.36,192.24,08/24/2024,Delivered
SH-26649,Tunisia,UK,21.85,164.92,2024/02/01,In Transit
SH-26650,China,Italy,36.36,150.49,12/08/2024,Delivered
SH-26651,Spain,abc,invalid,174.49,2024/03/04,In Transit
SH-26652,China,Italy,29.91,185.08,,In Transit
SH-26653,Tunisia,invalid,32.04,38.13,2024/08/06,In Transit
SH-26654,Spain,France,2.48,-11.24,abc,Delivered
SH-26655,USA,France,14.27,-4.94,02/07/2024,Delivered
SH-2384,Spain,Italy,35.16,31.65,,In Transit
SH-2609,China,UK,abc,45.0,12/20/2024,Pending
SH-26658,Tunisia,Italy,8.36,121.36,2024/07/28,In Transit
SH-26659,USA,Germany,45.4,135.11,2024/04/20,In Transit
SH-26660,Spain,Italy,30.08,71.56,01/26/2024,Pending
SH-26661,USA,Italy,-7.33,186.69,2024/01/23,Pending
SH-26662,Tunisia,,41.46,183.77,2024/04/21,Pending
SH-26663,Spain,Germany,13.6,83.18,05/13/2024,Pending
SH-26664,Germany,Germany,1.37,157.92,2024/12/08,In Transit
SH-26665,USA,,12.6,124.68,2024/07/07,Pending
SH-26666,USA,Italy,42.06,18.86,2024-04-28,In Transit
SH-26667,Spain,UK,38.23,-17.08,05/21/2024,In Transit
SH-26668,Spain,France,48.83,128.87,12/12/2024,Pending
SH-26669,China,Germany,48.9,invalid,2024/08/03,Pending
SH-26670,USA,,24.33,20.67,2024-03-25,In Transit
SH-26671,Spain,Italy,5.66,-17.78,2024/10/17,Delivered
SH-26672,China,Italy,11.98,99.24,09/20/2024,Pending
SH-26673,China,invalid,13.46,101.7,10/28/2024,Pending
SH-26674,USA,UK,-7.27,158.51,2024-07-09,Pending
SH-26675,USA,invalid,,127.35,2024-10-02,Delivered
SH-26676,USA,,32.33,-19.11,02/21/2024,Pending
SH-26677,Tunisia,UK,12.08,invalid,2024/11/17,Delivered
SH-26678,Spain,,-3.88,153.2,2024/01/13,Delivered
SH-2643,Tunisia,Italy,28.59,,2024-06-24,Pending
SH-26680,China,France,35.45,5.72,12/03/2024,In Transit
SH-26681,China,,6.46,140.2,01/16/2024,Delivered
SH-26682,China,France,48.06,129.55,08/10/2024,In Transit
SH-26683,Spain,UK,3.32,194.8,2024-08-24,In Transit
SH-26684,Tunisia,UK,5.32,8.6,2024-02-28,Pending
SH-26685,Tunisia,Germany,45.12,,2024-06-17,In Transit
SH-26686,China,,29.21,9.68,2024-06-23,Delivered
SH-26687,Germany,Germany,49.88,13.08,2024/08/06,Pending
SH-26688,China,France,38.68,27.19,invalid,Pending
SH-26689,Spain,invalid,5.57,97.01,2024-08-21,In Transit
SH-26690,Germany,Italy,17.67,abc,invalid,Delivered
SH-26691,Tunisia,Italy,41.08,31.78,invalid,Delivered
SH-26692,Germany,UK,18.51,-17.34,2024/05/19,Delivered
SH-26693,Spain,France,13.22,189.78,2024-10-04,Delivered
SH-26694,Spain,Germany,,150.17,2024/07/24,In Transit
SH-26695,USA,Italy,27.78,193.63,07/27/2024,Pending
SH-2184,Germany,France,3.23,80.15,12/28/2024,In Transit
SH-26697,Tunisia,France,17.09,abc,2024-02-05,Delivered
SH-26698,China,France,35.16,197.61,2024-01-27,In Transit
SH-26699,Tunisia,,15.39,185.85,06/05/2024,Pending
SH-26700,Tunisia,Germany,19.7,119.82,2024-03-01,Pending
SH-26701,Germany,UK,1.42,12.01,,In Transit
SH-26702,China,Italy,30.44,177.87,2024/06/09,In Transit
SH-26703,China,Italy,28.38,191.19,,Pending
SH-26704,Tunisia,Germany,,81.16,abc,In Transit
SH-26705,Spain,France,16.99,invalid,invalid,Delivered
SH-26706,Germany,Germany,14.76,162.37,,Pending
SH-26707,Germany,UK,,63.41,2024/03/18,In Transit
SH-2920,Tunisia,,31.26,37.7,abc,Delivered
SH-26709,Spain,Italy,21.01,1.3,05/08/2024,In Transit
SH-26710,China,UK,18.38,-8.53,2024-09-22,Delivered
SH-26711,USA,UK,22.58,105.9,05/25/2024,Pending
SH-26712,Tunisia,,25.21,88.56,2024-03-13,Delivered
SH-26713,Tunisia,Italy,38.63,165.28,01/22/2024,In Transit
SH-26714,Spain,France,0.39,97.21,03/20/2024,Delivered
SH-26715,China,Germany,,38.06,03/19/2024,Delivered
SH-26716,Germany,France,5.26,67.01,,In Transit
SH-26717,Tunisia,,-6.13,9.18,2024/02/28,Pending
SH-26718,Germany,,-4.41,189.53,invalid,In Transit
SH-26719,China,Italy,invalid,113.88,04/06/2024,Delivered
SH-26720,Spain,,abc,178.59,2024/07/14,Pending
SH-26721,Spain,France,48.51,,2024/06/23,Delivered
SH-26722,Spain,Italy,-9.87,36.46,12/23/2024,Delivered
SH-26723,China,UK,43.54,invalid,abc,In Transit
SH-26724,USA,Italy,-1.55,116.16,invalid,In Transit
SH-26725,China,France,-6.19,101.01,2024-09-23,Pending
SH-26726,Tunisia,,37.08,38.33,03/06/2024,Delivered
SH-26727,China,France,7.54,,11/27/2024,Delivered
SH-26728,Tunisia,France,30.5,33.35,2024/12/28,In Transit
SH-26729,Germany,UK,49.85,abc,2024-02-26,Delivered
SH-26730,China,,15.26,52.71,03/14/2024,In Transit
SH-26731,USA,Italy,17.2,123.87,2024/06/16,In Transit
SH-26732,China,UK,28.55,52.64,2024/08/19,Pending
SH-26733,Germany,Italy,7.92,invalid,2024-06-14,Delivered
SH-2165,Spain,UK,48.26,53.44,2024-10-18,Delivered
SH-26735,Germany,UK,abc,118.87,2024/08/17,In Transit
SH-26736,Germany,Italy,33.33,-19.42,2024-01-06,Pending
SH-26737,Germany,France,20.02,147.45,08/02/2024,In Transit
SH-26738,USA,France,42.74,abc,2024/05/27,Pending
SH-26739,China,UK,34.79,38.93,2024-03-09,Pending
SH-26740,China,Italy,abc,99.35,,In Transit
SH-26741,Tunisia,France,25.09,107.15,invalid,Pending
SH-26742,Spain,Germany,32.61,153.65,,In Transit
SH-2770,Germany,UK,38.19,168.8,2024-10-17,Pending
SH-26744,Tunisia,Italy,-8.47,abc,10/25/2024,Delivered
SH-26745,Germany,,7.24,6.03,abc,In Transit
SH-26746,Tunisia,Italy,-9.67,,,Pending
SH-26747,Tunisia,France,16.15,-19.25,invalid,In Transit
SH-26748,Tunisia,France,-7.12,85.26,2024/07/15,Delivered
SH-26749,Spain,Germany,36.22,149.33,2024-12-15,Pending
SH-26750,Tunisia,,21.52,182.53,04/12/2024,Pending
SH-26751,Tunisia,France,46.85,189.49,2024/04/06,Delivered
SH-26752,Tunisia,Germany,-6.21,82.18,2024/06/07,Pending
SH-26753,Tunisia,Germany,27.3,159.35,2024-03-13,Delivered
SH-26754,USA,,17.49,174.15,abc,Delivered
SH-26755,China,UK,1.51,-16.99,02/03/2024,Delivered
SH-26756,USA,Germany,43.52,70.59,06/06/2024,Delivered
SH-26757,Germany,Italy,invalid,158.84,2024/06/08,Delivered
SH-26758,Spain,France,38.87,52.3,2024-03-17,Pending
SH-2580,China,UK,9.3,,10/02/2024,In Transit
SH-26760,China,Germany,-8.64,78.96,abc,In Transit
SH-26761,Tunisia,Germany,27.18,177.59,2024-05-12,Delivered
SH-26762,Tunisia,,33.8,-18.57,abc,Pending
SH-26763,China,France,33.47,111.5,01/06/2024,In Transit
SH-26764,USA,UK,15.48,-16.12,2024/12/18,In Transit
SH-26765,Tunisia,invalid,24.66,invalid,2024/03/18,Pending
SH-26766,Spain,France,0.43,-5.24,2024-06-11,Delivered
SH-26767,Spain,Italy,49.53,-13.63,2024/02/11,In Transit
SH-2352,USA,France,23.07,abc,2024/02/02,In Transit
SH-26769,Spain,,invalid,119.92,2024/10/12,Pending
SH-26770,Spain,France,13.43,94.26,03/13/2024,Delivered
SH-26771,USA,,invalid,194.06,11/25/2024,Pending
SH-26772,USA,Italy,10.35,118.33,2024-02-07,Pending
SH-26773,Tunisia,Italy,-4.03,175.65,2024/02/13,In Transit
SH-26774,China,UK,32.34,199.81,03/02/2024,Delivered
SH-26775,Germany,Germany,38.91,-7.01,09/12/2024,Pending
SH-26776,China,UK,8.64,78.76,2024/06/19,In Transit
SH-2729,China,,-3.59,78.09,2024-02-04,Pending
SH-26778,China,UK,7.25,150.91,05/27/2024,Pending
SH-2875,China,Italy,abc,82.99,06/19/2024,Delivered
SH-26780,USA,UK,6.39,73.83,invalid,Delivered
SH-26781,China,UK,7.1,162.47,07/23/2024,Delivered
SH-26782,Spain,UK,36.27,197.22,2024-01-09,Delivered
SH-26783,USA,Germany,43.03,-8.35,09/12/2024,In Transit
SH-26784,China,,19.16,abc,,In Transit
SH-26785,Spain,UK,28.82,50.47,05/05/2024,Pending
SH-26786,Tunisia,Germany,invalid,3.38,2024-04-19,Pending
SH-2984,Germany,abc,-6.66,110.08,2024/02/15,In Transit
SH-26788,Spain,,invalid,,2024/02/04,In Transit
SH-26789,Spain,France,,162.45,09/11/2024,Delivered
SH-26790,Germany,Italy,38.13,53.75,2024/01/01,In Transit
SH-26791,USA,,-2.37,167.29,2024-08-06,In Transit
SH-26792,Tunisia,Germany,8.8,72.23,2024/10/13,Delivered
SH-26793,Germany,invalid,1.83,,2024/03/01,Pending
SH-26794,Germany,,27.65,,2024/11/05,In Transit
SH-26795,USA,France,11.11,97.19,03/24/2024,In Transit
SH-26796,Germany,,-5.5,-16.01,,In Transit
SH-2158,China,Germany,8.33,18.19,2024-12-14,Delivered
SH-26798,China,UK,abc,abc,2024-05-17,Delivered
SH-26799,Germany,Italy,12.32,103.67,2024-05-06,In Transit
SH-26800,Tunisia,UK,42.72,17.49,,Delivered
SH-26801,USA,France,20.59,35.49,03/21/2024,In Transit
SH-26802,China,,9.71,113.34,2024-02-12,In Transit
SH-26803,USA,UK,36.46,167.66,invalid,Pending
SH-26804,USA,,24.48,abc,2024-09-26,Delivered
SH-26805,Spain,UK,8.43,141.84,2024-09-03,Delivered
SH-26806,USA,France,,abc,2024-04-28,Delivered
SH-2627,USA,UK,21.45,30.0,2024-09-17,Delivered
SH-26808,Tunisia,France,22.46,invalid,2024-05-22,Pending
SH-26809,Spain,,abc,167.49,11/23/2024,Delivered
SH-26810,Germany,UK,40.23,45.38,06/28/2024,Delivered
SH-26811,Germany,,abc,-15.49,2024/09/10,Pending
SH-26812,Tunisia,Italy,40.0,91.51,06/18/2024,Delivered
SH-26813,USA,France,-0.48,-8.71,2024/01/06,Delivered
SH-26814,Spain,,28.4,103.11,2024/08/11,Delivered
SH-26815,Germany,France,29.22,3.17,11/18/2024,Pending
SH-26816,Spain,Germany,abc,98.23,10/12/2024,In Transit
SH-26817,USA,Italy,13.92,75.16,01/09/2024,Pending
SH-26818,Spain,UK,7.07,140.63,2024-09-28,In Transit
SH-26819,China,,30.11,40.47,2024-04-21,Delivered
SH-26820,Spain,UK,-1.33,134.1,06/23/2024,In Transit
SH-26821,Tunisia,France,17.68,124.98,2024/04/10,In Transit
SH-26822,USA,Germany,,49.32,2024/09/06,Pending
SH-26823,USA,Germany,-9.03,183.52,07/09/2024,In Transit
SH-26824,Tunisia,,23.79,160.07,05/10/2024,Delivered
SH-26825,Germany,Germany,35.09,115.94,11/05/2024,Pending
SH-26826,China,,6.38,40.57,09/19/2024,Delivered
SH-26827,Tunisia,,,,abc,Pending
SH-26828,Germany,UK,-9.59,58.26,2024/12/27,In Transit
SH-2395,Tunisia,,21.0,105.82,07/19/2024,Pending
SH-26830,Germany,UK,30.37,136.53,05/10/2024,In Transit
SH-26831,USA,,1.99,16.29,08/13/2024,In Transit
SH-2502,Germany,abc,abc,,,In Transit
SH-26833,Germany,,42.55,8.56,2024/04/07,Pending
SH-26834,Spain,,abc,62.7,05/03/2024,Pending
SH-2858,Tunisia,Germany,22.45,abc,2024/08/12,Pending
SH-26836,China,,34.96,25.45,11/07/2024,In Transit
SH-26837,Germany,France,27.72,89.67,2024-11-28,In Transit
SH-26838,USA,Germany,11.37,130.64,invalid,In Transit
SH-2321,Germany,Germany,28.12,177.94,,Pending
SH-26840,Germany,,22.52,151.32,02/11/2024,Delivered
SH-26841,Spain,Germany,,175.24,2024-05-07,In Transit
SH-26842,Spain,Germany,23.21,40.24,05/19/2024,Pending
SH-26843,China,UK,abc,,2024-10-04,Pending
SH-2151,Tunisia,abc,-9.43,7.97,11/13/2024,Delivered
SH-26845,USA,Germany,-7.82,,2024/10/06,Pending
SH-26846,Germany,Germany,2.18,111.93,,Delivered
SH-26847,USA,Germany,-5.48,148.76,03/08/2024,In Transit
SH-26848,Tunisia,Italy,,184.65,05/17/2024,In Transit
SH-26849,USA,Italy,42.84,34.58,2024-11-17,Pending
SH-26850,Germany,France,31.72,97.09,,Delivered
SH-26851,China,,7.43,83.42,2024-10-11,Pending
SH-26852,China,,28.22,110.44,03/01/2024,Delivered
SH-26853,USA,,1.67,118.93,2024/11/08,Delivered
SH-26854,Spain,,5.42,185.82,2024/10/02,Delivered
SH-26855,China,UK,0.09,94.4,2024/02/02,In Transit
SH-26856,China,,11.16,26.56,03/20/2024,In Transit
SH-26857,USA,,1.33,73.68,2024-04-17,Pending
SH-26858,Germany,,0.02,112.65,2024-01-10,Delivered
SH-26859,China,,14.12,53.88,2024-02-28,Pending
SH-26860,Tunisia,,,155.82,,Delivered
SH-26861,Spain,abc,,82.17,,In Transit
SH-26862,Spain,Germany,,15.8,2024-03-18,In Transit
SH-26863,Germany,Germany,10.51,,invalid,In Transit
SH-26864,China,invalid,abc,-17.95,2024-05-21,Pending
SH-26865,Tunisia,Italy,2.12,149.08,05/05/2024,Delivered
SH-26866,China,UK,13.3,145.27,2024-11-09,In Transit
SH-26867,Spain,,35.89,157.6,04/16/2024,In Transit
SH-26868,USA,Germany,22.76,44.36,abc,Pending
SH-26869,Spain,invalid,15.67,75.04,2024/01/20,Delivered
SH-26870,Tunisia,Italy,,,2024/10/14,Pending
SH-26871,China,UK,44.84,,2024/04/14,Delivered
SH-26872,USA,Germany,36.82,23.06,2024/04/05,In Transit
SH-26873,Tunisia,France,40.49,163.75,09/25/2024,Delivered
SH-26874,USA,,22.22,,11/14/2024,Delivered
SH-26875,Germany,,4.57,invalid,2024-06-15,In Transit
SH-26876,Tunisia,Germany,invalid,171.71,2024/04/05,Pending
SH-26877,Germany,France,9.11,,12/14/2024,Delivered
SH-26878,USA,Germany,,74.91,2024-10-28,In Transit
SH-26879,Tunisia,Italy,invalid,3.98,,Pending
SH-26880,USA,France,9.74,73.9,04/13/2024,Delivered
SH-26881,Germany,France,-4.8,20.23,11/09/2024,Pending
SH-26882,Spain,UK,10.81,183.43,2024/07/28,In Transit
SH-26883,China,invalid,28.21,21.24,2024/12/09,Delivered
SH-26884,USA,France,abc,198.49,2024/05/04,Delivered
SH-26885,Tunisia,Germany,-9.44,-8.97,,In Transit
SH-26886,Spain,Germany,45.92,-16.85,,Pending
SH-26887,China,France,39.42,,2024-12-27,Pending
SH-26888,Germany,France,0.44,105.27,2024/09/18,Pending
SH-26889,Tunisia,France,45.95,176.08,,In Transit
SH-26890,Germany,UK,-6.03,3.33,03/02/2024,Delivered
SH-26891,Germany,Italy,47.82,126.86,abc,Pending
SH-26892,Tunisia,,28.12,,2024/06/06,In Transit
SH-26893,China,France,39.88,126.52,2024-08-21,Delivered
SH-26894,Spain,France,4.75,137.78,2024/03/07,Pending
SH-26895,Tunisia,Germany,39.02,23.56,2024-09-04,Pending
SH-26896,Tunisia,France,23.84,42.2,2024-09-15,Delivered
SH-26897,Tunisia,Italy,abc,196.09,2024/12/10,Pending
SH-2045,Germany,UK,-7.41,59.9,2024/02/13,Pending
SH-2127,China,Germany,0.79,88.62,,Pending
SH-26900,USA,Germany,25.28,96.02,07/06/2024,Pending
SH-26901,Tunisia,Italy,,186.3,2024/09/07,Delivered
SH-26902,China,Germany,15.98,126.56,2024-03-24,In Transit
SH-26903,China,,17.88,invalid,2024-04-15,In Transit
SH-26904,China,Germany,44.67,,2024/07/09,Delivered
SH-26905,Germany,UK,1.89,160.96,2024/06/21,Pending
SH-26906,China,UK,46.89,37.9,09/02/2024,In Transit
SH-2630,Germany,,43.81,131.08,2024-07-13,Delivered
SH-26908,Germany,Germany,abc,94.05,04/07/2024,In Transit
SH-26909,China,UK,invalid,87.54,2024-03-07,In Transit
SH-26910,China,invalid,29.88,199.02,2024-07-20,Pending
SH-26911,China,UK,20.79,142.69,2024-12-06,In Transit
SH-26912,USA,Germany,37.31,4.97,03/10/2024,Pending
SH-26913,Tunisia,UK,4.15,116.49,2024/06/01,In Transit
SH-26914,China,Germany,44.37,85.26,2024/03/22,Pending
SH-26915,Spain,,47.54,-1.02,invalid,Pending
SH-2943,China,,48.48,131.38,2024-04-24,Pending
SH-26917,USA,France,28.32,,12/09/2024,Pending
SH-26918,Germany,Germany,41.67,151.46,09/15/2024,Pending
SH-2512,Spain,France,-8.64,111.03,2024/09/15,In Transit
SH-26920,China,,0.63,43.58,2024-05-12,Delivered
SH-26921,USA,invalid,abc,198.59,2024/04/15,In Transit
SH-26922,Spain,,48.69,15.46,,Delivered
SH-26923,Germany,Germany,20.38,108.9,2024-10-08,In Transit
SH-26924,China,Germany,17.5,abc,01/19/2024,Delivered
SH-26925,China,,11.65,36.14,,In Transit
SH-26926,Spain,Italy,35.45,171.77,10/18/2024,Delivered
SH-26927,Germany,Italy,42.2,127.98,07/20/2024,Delivered
SH-26928,USA,,32.96,abc,10/17/2024,In Transit
SH-26929,Germany,Germany,41.55,invalid,11/19/2024,In Transit
SH-26930,Spain,,49.69,13.14,2024-09-06,Delivered
SH-26931,Germany,abc,23.76,invalid,05/01/2024,Delivered
SH-26932,Germany,France,20.06,abc,,Pending
SH-26933,Germany,Germany,21.11,61.37,08/10/2024,Delivered
SH-26934,China,France,11.44,120.37,,Pending
SH-2442,Spain,,20.06,,02/20/2024,In Transit
SH-26936,Spain,Germany,-6.98,7.76,,In Transit
SH-26937,USA,France,abc,159.08,2024/05/28,Delivered
SH-26938,Tunisia,UK,31.68,abc,2024-02-18,Delivered
SH-26939,Spain,Germany,-4.21,48.1,2024-05-24,Delivered
SH-26940,Tunisia,,37.11,157.32,2024/02/17,Delivered
SH-2468,USA,France,10.59,124.96,04/18/2024,Delivered
SH-26942,USA,UK,35.06,-7.03,07/18/2024,Delivered
SH-26943,Spain,,-1.71,,2024/01/25,In Transit
SH-26944,Germany,,,90.33,03/01/2024,In Transit
SH-26945,Germany,Germany,36.42,38.91,2024/05/24,In Transit
SH-26946,Spain,Italy,8.9,110.93,01/06/2024,In Transit
SH-26947,Spain,France,16.35,20.19,11/17/2024,In Transit
SH-26948,Germany,UK,45.93,179.62,2024/09/05,Delivered
SH-26949,China,UK,25.89,31.81,2024/08/03,Delivered
SH-26950,Germany,France,invalid,89.25,2024/01/16,Pending
SH-26951,Tunisia,France,invalid,124.84,,Pending
SH-26952,USA,France,42.47,79.59,01/25/2024,In Transit
SH-26953,China,Germany,32.52,,2024-11-22,Delivered
SH-26954,Spain,Italy,31.69,164.52,2024/12/16,Pending
SH-26955,Tunisia,France,45.98,,2024-11-09,In Transit
SH-26956,Germany,,17.99,invalid,2024-11-25,Pending
SH-26957,China,UK,11.05,invalid,07/23/2024,Pending
SH-26958,China,France,44.2,29.53,08/08/2024,In Transit
SH-26959,Spain,UK,46.23,135.04,11/06/2024,Pending
SH-26960,Tunisia,invalid,-2.17,151.06,04/19/2024,In Transit
SH-26961,USA,Germany,6.71,43.23,2024/11/23,Delivered
SH-2924,Germany,France,11.82,invalid,11/07/2024,In Transit
SH-26963,USA,,44.42,27.5,2024-04-10,Pending
SH-26964,Spain,,14.99,,2024/06/03,Pending
SH-26965,Tunisia,Italy,44.69,179.54,2024-12-28,Delivered
SH-26966,Spain,Germany,,98.41,08/22/2024,Delivered
SH-26967,Spain,Germany,8.15,2.15,,In Transit
SH-26968,Spain,Germany,,9.86,2024-04-26,Pending
SH-26969,Germany,,23.16,138.61,2024/01/21,Delivered
SH-26970,China,,4.14,147.78,05/28/2024,Delivered
SH-26971,Spain,France,37.27,95.09,2024/12/03,In Transit
SH-26972,Germany,Germany,17.91,82.89,09/01/2024,Pending
SH-26973,China,,6.37,-5.38,01/15/2024,In Transit
SH-26974,Germany,UK,10.22,198.79,10/12/2024,Delivered
SH-26975,China,abc,31.83,,2024/04/23,In Transit
SH-26976,China,abc,invalid,invalid,2024-01-23,Pending
SH-26977,China,France,41.11,,12/18/2024,Pending
SH-26978,Tunisia,invalid,6.11,,2024-03-25,Pending
SH-26979,Tunisia,UK,20.11,14.96,2024-02-02,Pending
SH-26980,USA,,19.69,-9.63,,Delivered
SH-26981,Germany,UK,invalid,105.68,2024-11-02,Delivered
SH-26982,Tunisia,Italy,17.19,164.31,2024-07-07,Pending
SH-26983,USA,invalid,-7.82,,2024-08-28,Pending
SH-26984,China,France,6.03,32.34,2024-11-11,Pending
SH-26985,China,Germany,invalid,141.23,2024/02/13,In Transit
SH-26986,Germany,Italy,5.05,72.69,2024-08-17,In Transit
SH-26987,Tunisia,France,29.54,52.95,2024/04/16,Pending
SH-26988,Germany,Italy,14.37,136.6,07/25/2024,Pending
SH-2056,USA,,-8.27,invalid,,Pending
SH-26990,USA,UK,,198.94,2024/11/22,Pending
SH-26991,China,Italy,49.62,118.94,2024/07/26,Delivered
SH-26992,Spain,invalid,-5.36,-3.19,2024-10-12,Delivered
SH-26993,Spain,Germany,abc,145.71,06/10/2024,Delivered
SH-26994,Tunisia,UK,,,2024-11-20,Pending
SH-26995,Tunisia,UK,23.49,111.01,,Pending
SH-26996,China,Germany,,195.43,,Pending
SH-26997,China,Italy,30.33,174.66,2024/11/04,In Transit
SH-26998,USA,France,11.49,148.28,02/20/2024,In Transit
SH-26999,Germany,Italy,13.25,168.97,05/18/2024,Pending
SH-27000,Tunisia,invalid,13.89,142.9,2024/02/26,Pending
SH-27001,Germany,abc,abc,19.1,2024-01-15,In Transit
SH-27002,Germany,Germany,39.95,39.7,01/11/2024,Delivered
SH-27003,Spain,France,0.14,-18.24,2024/03/10,Pending
SH-27004,Spain,Italy,31.35,invalid,2024-09-13,Delivered
SH-27005,Germany,France,46.07,149.99,2024/08/12,Delivered
